axis_id,scenario,run_id,seed,estimator,truth_kind,v_true,v_true_lo,v_true_hi,estimate,ci_lo,ci_hi,rel_err,large_err,ci_covers_truth,protocol_verdict,decision
21,optdigits/clean,optdigits-clean-1000,1000,ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9430474681214654,0.9028410635569376,0.9817584069030468,0.005459182585783187,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,snips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9406776123541316,0.9302143049433824,0.9498149239540716,0.0029324876703976763,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,clipped_ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9294996116085792,0.8904622198835069,0.9677427657184184,0.008985283038381548,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,dm,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9361465190280246,0.9317502010250612,0.940508747278949,0.0018984774144909912,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,dr,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.940076259178478,0.9305545433212892,0.9482531835949468,0.0022913364103848244,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,switch_dr,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9352491138445648,0.9288390533776726,0.9411767899259326,0.0028552736656989298,False,True,trust,go
21,optdigits/clean,optdigits-clean-1000,1000,dros,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9376504623445056,0.9316879374777148,0.943198617825696,0.0002950018008440107,False,True,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9430474681214654,0.9028410635569376,0.9817584069030468,0.005459182585783187,False,True,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,snips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9406776123541316,0.9302143049433824,0.9498149239540716,0.0029324876703976763,False,True,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,clipped_ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9294996116085792,0.8904622198835069,0.9677427657184184,0.008985283038381548,False,True,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dm,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.7774373440255047,0.7671989961845569,0.7878722438484586,0.1711111658115762,True,False,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dr,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.937877829694096,0.9233033629368026,0.9529411927481396,5.258707921674618e-05,False,True,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,switch_dr,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.8933573204718095,0.8807701891102797,0.906357778899958,0.047519502928226244,False,False,trust,go
21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dros,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.8545995085950879,0.8450455226825011,0.8640126348660526,0.08884234103096608,False,False,trust,go
21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,1.0656044347031088,1.0116992094579105,1.119066496144929,0.13612707747429442,True,False,ab_fallback,ab_test
21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,snips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9433234352102297,0.9333024986639356,0.9530837400399566,0.005753413420252379,False,True,ab_fallback,ab_test
21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,clipped_ips,exact_c2b,0.9379271525435664,0.9379271525435664,0.9379271525435664,0.9475339803651798,0.9047654952246112,0.9910959409846344,0.010242616172866516,False,True,ab_fallback,ab_test
