track,axis_id,scenario,run_id,seed,estimator,estimate,ci_lo,ci_hi,hyperparam_value,incumbent_mean_r,ess_ratio_raw,max_weight_raw,support_proxy,gate_v1,mean_w,mean_w_state,harmonic_worst_t,harmonic_state,placebo_value,placebo_state,disagreement,disagreement_state,dr_correction,nc_covariate,lam_star_flip,lam_star_censored,lam_direction,protocol_verdict,decision,fragile
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,ips,0.9430474681214654,0.9028410635569375,0.9817584069030468,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,snips,0.9406776123541316,0.9302143049433825,0.9498149239540715,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,clipped_ips,0.9294996116085791,0.8904622198835069,0.9677427657184183,2.1945952696978264,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,dm,0.9361465190280246,0.9317502010250611,0.940508747278949,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,dr,0.9400762591784779,0.9305545433212892,0.9482531835949468,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,switch_dr,0.9352491138445647,0.9288390533776726,0.9411767899259326,2.278646299687768,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean,optdigits-clean-1000,1000,dros,0.9376504623445057,0.9316879374777147,0.9431986178256961,4.816248397780075,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.00392974015045328,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,ips,0.9430474681214654,0.9028410635569375,0.9817584069030468,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,snips,0.9406776123541316,0.9302143049433825,0.9498149239540715,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,clipped_ips,0.9294996116085791,0.8904622198835069,0.9677427657184183,2.1945952696978264,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dm,0.7774373440255047,0.7671989961845569,0.7878722438484586,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dr,0.937877829694096,0.9233033629368026,0.9529411927481397,,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,switch_dr,0.8933573204718095,0.8807701891102797,0.9063577788999579,2.278646299687768,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/clean_qdeg,optdigits-clean_qdeg-1000,1000,dros,0.8545995085950879,0.8450455226825011,0.8640126348660526,4.816248397780075,0.42811387900355874,0.46685945176290966,2.9473965053949667,0.0,trust,1.0025193070784402,pass,1.1496760609659835,pass,0.026448354159414007,pass,0.014402231258572873,pass,0.1604404856685914,0.04294794667209065,4.602419674553048,False,above,trust,go,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,ips,1.0656044347031088,1.0116992094579105,1.119066496144929,,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,snips,0.9433234352102295,0.9333024986639357,0.9530837400399566,,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,clipped_ips,0.9475339803651798,0.9047654952246112,0.9910959409846343,3.1860405558051648,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,dm,0.9361465190280246,0.9317502010250611,0.940508747278949,,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,dr,0.9423759358929601,0.9324868145175039,0.9523460477012554,,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,switch_dr,0.9392554059384127,0.9306085244368005,0.9469257898789245,4.023328859487198,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s05,optdigits-noised_s05-1000,1000,dros,0.9387507167136735,0.932508208668734,0.9448360612466403,10.150854423235284,0.42811387900355874,0.36773772433565655,11.934787031568446,0.0,trust,1.1296278613767585,fail,1.2950136661344391,fail,0.03833861461180733,pass,0.12962786137675852,pass,0.006229416864935525,0.05931538988343286,4.71523863432644,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,ips,1.5591491140220914,1.4353253514046238,1.691411643743664,,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,snips,0.9457515222649786,0.931993266159822,0.9578916200434108,,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,clipped_ips,1.0962574981772528,1.0396792572559483,1.1545734372565974,4.644327849354991,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,dm,0.9361465190280246,0.9317502010250611,0.940508747278949,,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,dr,0.943320863716478,0.9249444009794348,0.9611876507144729,,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,switch_dr,0.9407398027104689,0.930995433645148,0.9501655116251257,7.306011576525636,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/noised_s10,optdigits-noised_s10-1000,1000,dros,0.9398491268092163,0.9328519800258843,0.9460232425974919,21.56978117229436,0.42811387900355874,0.18174129055015042,65.63700247232073,0.0,trust,1.6485821881503169,fail,1.8563204569108225,fail,0.07233010750660433,pass,0.6485821881503168,fail,0.00717434468845346,0.1630992275656516,4.825806135296328,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/support_d02,optdigits-support_d02-1000,1000,ips,0.9361070960096224,0.9000938060974073,0.9717109008554566,,0.48576512455516013,0.5226494558792242,2.521746009847667,0.0,trust,0.98881620217096,pass,0.6512927803863273,fail,0.02644073286899045,fail,0.02327137821207095,pass,0.0029907906200479705,0.038621298833131756,4.335982700138298,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/support_d02,optdigits-support_d02-1000,1000,snips,0.9466947385716233,0.9374698305618836,0.9554136551746474,,0.48576512455516013,0.5226494558792242,2.521746009847667,0.0,trust,0.98881620217096,pass,0.6512927803863273,fail,0.02644073286899045,fail,0.02327137821207095,pass,0.0029907906200479705,0.038621298833131756,4.335982700138298,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/support_d02,optdigits-support_d02-1000,1000,clipped_ips,0.9246638472589455,0.8892295589675652,0.9600997353647767,1.9314622860101522,0.48576512455516013,0.5226494558792242,2.521746009847667,0.0,trust,0.98881620217096,pass,0.6512927803863273,fail,0.02644073286899045,fail,0.02327137821207095,pass,0.0029907906200479705,0.038621298833131756,4.335982700138298,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/support_d02,optdigits-support_d02-1000,1000,dm,0.9361465190280246,0.9317502010250611,0.940508747278949,,0.48576512455516013,0.5226494558792242,2.521746009847667,0.0,trust,0.98881620217096,pass,0.6512927803863273,fail,0.02644073286899045,fail,0.02327137821207095,pass,0.0029907906200479705,0.038621298833131756,4.335982700138298,False,above,ab_fallback,ab_test,False
practitioner,21,optdigits/support_d02,optdigits-support_d02-1000,1000,dr,0.9391373096480725,0.9306575513831528,0.9471455574712285,,0.48576512455516013,0.5226494558792242,2.521746009847667,0.0,trust,0.98881620217096,pass,0.6512927803863273,fail,0.02644073286899045,fail,0.02327137821207095,pass,0.0029907906200479705,0.038621298833131756,4.335982700138298,False,above,ab_fallback,ab_test,False
